billing_code,place,tariff_value,extra_unit_value,unit_require,description,source_file,top_level,level1_group,level2_group,leaf,indicators,anchor_id
759,all,19.05,,FALSE,Audiométrie et examens vestibulaires,www.ramq.gouv.qc.ca__manuel-omnipraticiens-remuneration-acte.html__20250831T012406Z__f221b26b.html,C - ACTES DIAGNOSTIQUES ET THÉRAPEUTIQUES,,,Audiométrie et examens vestibulaires,,205305
198,all,4.05,,FALSE,Audiométrie et examens vestibulaires,www.ramq.gouv.qc.ca__manuel-omnipraticiens-remuneration-acte.html__20250831T012406Z__f221b26b.html,C - ACTES DIAGNOSTIQUES ET THÉRAPEUTIQUES,,,Audiométrie et examens vestibulaires,,205305
165,all,27.05,,FALSE,Biopsie,www.ramq.gouv.qc.ca__manuel-omnipraticiens-remuneration-acte.html__20250831T012406Z__f221b26b.html,C - ACTES DIAGNOSTIQUES ET THÉRAPEUTIQUES,,,Biopsie,Ps*.?s*Gs*.?s*2s*.?s*4s*.?s*7s*.?s*7s*B,205304
166,all,61.3,,FALSE,Biopsie,www.ramq.gouv.qc.ca__manuel-omnipraticiens-remuneration-acte.html__20250831T012406Z__f221b26b.html,C - ACTES DIAGNOSTIQUES ET THÉRAPEUTIQUES,,,Biopsie,Ps*.?s*Gs*.?s*2s*.?s*4s*.?s*7s*.?s*7s*B,205304
167,all,28.25,,FALSE,Biopsie,www.ramq.gouv.qc.ca__manuel-omnipraticiens-remuneration-acte.html__20250831T012406Z__f221b26b.html,C - ACTES DIAGNOSTIQUES ET THÉRAPEUTIQUES,,,Biopsie,Ps*.?s*Gs*.?s*2s*.?s*4s*.?s*7s*.?s*7s*B,205304
168,all,67.95,,FALSE,Biopsie,www.ramq.gouv.qc.ca__manuel-omnipraticiens-remuneration-acte.html__20250831T012406Z__f221b26b.html,C - ACTES DIAGNOSTIQUES ET THÉRAPEUTIQUES,,,Biopsie,Ps*.?s*Gs*.?s*2s*.?s*4s*.?s*7s*.?s*7s*B,205304
169,all,31.7,,FALSE,Biopsie,www.ramq.gouv.qc.ca__manuel-omnipraticiens-remuneration-acte.html__20250831T012406Z__f221b26b.html,C - ACTES DIAGNOSTIQUES ET THÉRAPEUTIQUES,,,Biopsie,Ps*.?s*Gs*.?s*2s*.?s*4s*.?s*7s*.?s*7s*B,205304
782,all,43.2,,FALSE,Biopsie,www.ramq.gouv.qc.ca__manuel-omnipraticiens-remuneration-acte.html__20250831T012406Z__f221b26b.html,C - ACTES DIAGNOSTIQUES ET THÉRAPEUTIQUES,,,Biopsie,Ps*.?s*Gs*.?s*2s*.?s*4s*.?s*7s*.?s*7s*B,205304
171,all,29.6,,FALSE,Biopsie,www.ramq.gouv.qc.ca__manuel-omnipraticiens-remuneration-acte.html__20250831T012406Z__f221b26b.html,C - ACTES DIAGNOSTIQUES ET THÉRAPEUTIQUES,,,Biopsie,Ps*.?s*Gs*.?s*2s*.?s*4s*.?s*7s*.?s*7s*B,205304
172,all,7.95,,FALSE,Biopsie,www.ramq.gouv.qc.ca__manuel-omnipraticiens-remuneration-acte.html__20250831T012406Z__f221b26b.html,C - ACTES DIAGNOSTIQUES ET THÉRAPEUTIQUES,,,Biopsie,Ps*.?s*Gs*.?s*2s*.?s*4s*.?s*7s*.?s*7s*B,205304
173,all,23.15,,FALSE,Biopsie,www.ramq.gouv.qc.ca__manuel-omnipraticiens-remuneration-acte.html__20250831T012406Z__f221b26b.html,C - ACTES DIAGNOSTIQUES ET THÉRAPEUTIQUES,,,Biopsie,Ps*.?s*Gs*.?s*2s*.?s*4s*.?s*7s*.?s*7s*B,205304
177,all,20.35,,FALSE,Biopsie,www.ramq.gouv.qc.ca__manuel-omnipraticiens-remuneration-acte.html__20250831T012406Z__f221b26b.html,C - ACTES DIAGNOSTIQUES ET THÉRAPEUTIQUES,,,Biopsie,Ps*.?s*Gs*.?s*2s*.?s*4s*.?s*7s*.?s*7s*B,205304
179,all,22.25,,FALSE,Biopsie,www.ramq.gouv.qc.ca__manuel-omnipraticiens-remuneration-acte.html__20250831T012406Z__f221b26b.html,C - ACTES DIAGNOSTIQUES ET THÉRAPEUTIQUES,,,Biopsie,Ps*.?s*Gs*.?s*2s*.?s*4s*.?s*7s*.?s*7s*B,205304
181,all,52.3,,FALSE,Biopsie,www.ramq.gouv.qc.ca__manuel-omnipraticiens-remuneration-acte.html__20250831T012406Z__f221b26b.html,C - ACTES DIAGNOSTIQUES ET THÉRAPEUTIQUES,,,Biopsie,Ps*.?s*Gs*.?s*2s*.?s*4s*.?s*7s*.?s*7s*B,205304
183,all,53.4,,FALSE,Biopsie,www.ramq.gouv.qc.ca__manuel-omnipraticiens-remuneration-acte.html__20250831T012406Z__f221b26b.html,C - ACTES DIAGNOSTIQUES ET THÉRAPEUTIQUES,,,Biopsie,Ps*.?s*Gs*.?s*2s*.?s*4s*.?s*7s*.?s*7s*B,205304
184,all,41.15,,FALSE,Biopsie,www.ramq.gouv.qc.ca__manuel-omnipraticiens-remuneration-acte.html__20250831T012406Z__f221b26b.html,C - ACTES DIAGNOSTIQUES ET THÉRAPEUTIQUES,,,Biopsie,Ps*.?s*Gs*.?s*2s*.?s*4s*.?s*7s*.?s*7s*B,205304
185,all,16.2,,FALSE,Biopsie,www.ramq.gouv.qc.ca__manuel-omnipraticiens-remuneration-acte.html__20250831T012406Z__f221b26b.html,C - ACTES DIAGNOSTIQUES ET THÉRAPEUTIQUES,,,Biopsie,Ps*.?s*Gs*.?s*2s*.?s*4s*.?s*7s*.?s*7s*B,205304
186,all,15,,FALSE,Biopsie,www.ramq.gouv.qc.ca__manuel-omnipraticiens-remuneration-acte.html__20250831T012406Z__f221b26b.html,C - ACTES DIAGNOSTIQUES ET THÉRAPEUTIQUES,,,Biopsie,Ps*.?s*Gs*.?s*2s*.?s*4s*.?s*7s*.?s*7s*B,205304
187,all,35.8,,FALSE,Biopsie,www.ramq.gouv.qc.ca__manuel-omnipraticiens-remuneration-acte.html__20250831T012406Z__f221b26b.html,C - ACTES DIAGNOSTIQUES ET THÉRAPEUTIQUES,,,Biopsie,Ps*.?s*Gs*.?s*2s*.?s*4s*.?s*7s*.?s*7s*B,205304
188,all,15.4,,FALSE,Biopsie,www.ramq.gouv.qc.ca__manuel-omnipraticiens-remuneration-acte.html__20250831T012406Z__f221b26b.html,C - ACTES DIAGNOSTIQUES ET THÉRAPEUTIQUES,,,Biopsie,Ps*.?s*Gs*.?s*2s*.?s*4s*.?s*7s*.?s*7s*B,205304
9480,all,65.4,,FALSE,Biopsie,www.ramq.gouv.qc.ca__manuel-omnipraticiens-remuneration-acte.html__20250831T012406Z__f221b26b.html,C - ACTES DIAGNOSTIQUES ET THÉRAPEUTIQUES,,,Biopsie,Ps*.?s*Gs*.?s*2s*.?s*4s*.?s*7s*.?s*7s*B,205304
190,all,53.4,,FALSE,Biopsie,www.ramq.gouv.qc.ca__manuel-omnipraticiens-remuneration-acte.html__20250831T012406Z__f221b26b.html,C - ACTES DIAGNOSTIQUES ET THÉRAPEUTIQUES,,,Biopsie,Ps*.?s*Gs*.?s*2s*.?s*4s*.?s*7s*.?s*7s*B,205304
192,all,23.7,,FALSE,Biopsie,www.ramq.gouv.qc.ca__manuel-omnipraticiens-remuneration-acte.html__20250831T012406Z__f221b26b.html,C - ACTES DIAGNOSTIQUES ET THÉRAPEUTIQUES,,,Biopsie,Ps*.?s*Gs*.?s*2s*.?s*4s*.?s*7s*.?s*7s*B,205304
194,all,17.45,,FALSE,Biopsie,www.ramq.gouv.qc.ca__manuel-omnipraticiens-remuneration-acte.html__20250831T012406Z__f221b26b.html,C - ACTES DIAGNOSTIQUES ET THÉRAPEUTIQUES,,,Biopsie,Ps*.?s*Gs*.?s*2s*.?s*4s*.?s*7s*.?s*7s*B,205304
195,all,53.6,,FALSE,Biopsie,www.ramq.gouv.qc.ca__manuel-omnipraticiens-remuneration-acte.html__20250831T012406Z__f221b26b.html,C - ACTES DIAGNOSTIQUES ET THÉRAPEUTIQUES,,,Biopsie,Ps*.?s*Gs*.?s*2s*.?s*4s*.?s*7s*.?s*7s*B,205304
308,all,37.45,,FALSE,Biopsie,www.ramq.gouv.qc.ca__manuel-omnipraticiens-remuneration-acte.html__20250831T012406Z__f221b26b.html,C - ACTES DIAGNOSTIQUES ET THÉRAPEUTIQUES,,,Biopsie,Ps*.?s*Gs*.?s*2s*.?s*4s*.?s*7s*.?s*7s*B,205304
196,all,21.7,,FALSE,Biopsie,www.ramq.gouv.qc.ca__manuel-omnipraticiens-remuneration-acte.html__20250831T012406Z__f221b26b.html,C - ACTES DIAGNOSTIQUES ET THÉRAPEUTIQUES,,,Biopsie,Ps*.?s*Gs*.?s*2s*.?s*4s*.?s*7s*.?s*7s*B,205304
197,all,40,,FALSE,Biopsie,www.ramq.gouv.qc.ca__manuel-omnipraticiens-remuneration-acte.html__20250831T012406Z__f221b26b.html,C - ACTES DIAGNOSTIQUES ET THÉRAPEUTIQUES,,,Biopsie,Ps*.?s*Gs*.?s*2s*.?s*4s*.?s*7s*.?s*7s*B,205304
199,all,21.7,,FALSE,Biopsie,www.ramq.gouv.qc.ca__manuel-omnipraticiens-remuneration-acte.html__20250831T012406Z__f221b26b.html,C - ACTES DIAGNOSTIQUES ET THÉRAPEUTIQUES,,,Biopsie,Ps*.?s*Gs*.?s*2s*.?s*4s*.?s*7s*.?s*7s*B,205304
202,all,58.45,,FALSE,Biopsie,www.ramq.gouv.qc.ca__manuel-omnipraticiens-remuneration-acte.html__20250831T012406Z__f221b26b.html,C - ACTES DIAGNOSTIQUES ET THÉRAPEUTIQUES,,,Biopsie,Ps*.?s*Gs*.?s*2s*.?s*4s*.?s*7s*.?s*7s*B,205304
220,all,71.1,,FALSE,Biopsie,www.ramq.gouv.qc.ca__manuel-omnipraticiens-remuneration-acte.html__20250831T012406Z__f221b26b.html,C - ACTES DIAGNOSTIQUES ET THÉRAPEUTIQUES,,,Biopsie,Ps*.?s*Gs*.?s*2s*.?s*4s*.?s*7s*.?s*7s*B,205304
203,all,27.05,,FALSE,Biopsie,www.ramq.gouv.qc.ca__manuel-omnipraticiens-remuneration-acte.html__20250831T012406Z__f221b26b.html,C - ACTES DIAGNOSTIQUES ET THÉRAPEUTIQUES,,,Biopsie,Ps*.?s*Gs*.?s*2s*.?s*4s*.?s*7s*.?s*7s*B,205304
204,all,34.35,,FALSE,Biopsie,www.ramq.gouv.qc.ca__manuel-omnipraticiens-remuneration-acte.html__20250831T012406Z__f221b26b.html,C - ACTES DIAGNOSTIQUES ET THÉRAPEUTIQUES,,,Biopsie,Ps*.?s*Gs*.?s*2s*.?s*4s*.?s*7s*.?s*7s*B,205304
207,all,21.45,,FALSE,Biopsie,www.ramq.gouv.qc.ca__manuel-omnipraticiens-remuneration-acte.html__20250831T012406Z__f221b26b.html,C - ACTES DIAGNOSTIQUES ET THÉRAPEUTIQUES,,,Biopsie,Ps*.?s*Gs*.?s*2s*.?s*4s*.?s*7s*.?s*7s*B,205304
213,all,26.15,,FALSE,Biopsie,www.ramq.gouv.qc.ca__manuel-omnipraticiens-remuneration-acte.html__20250831T012406Z__f221b26b.html,C - ACTES DIAGNOSTIQUES ET THÉRAPEUTIQUES,,,Biopsie,Ps*.?s*Gs*.?s*2s*.?s*4s*.?s*7s*.?s*7s*B,205304
215,all,24.55,,FALSE,Biopsie,www.ramq.gouv.qc.ca__manuel-omnipraticiens-remuneration-acte.html__20250831T012406Z__f221b26b.html,C - ACTES DIAGNOSTIQUES ET THÉRAPEUTIQUES,,,Biopsie,Ps*.?s*Gs*.?s*2s*.?s*4s*.?s*7s*.?s*7s*B,205304
221,all,24.65,,FALSE,Biopsie,www.ramq.gouv.qc.ca__manuel-omnipraticiens-remuneration-acte.html__20250831T012406Z__f221b26b.html,C - ACTES DIAGNOSTIQUES ET THÉRAPEUTIQUES,,,Biopsie,Ps*.?s*Gs*.?s*2s*.?s*4s*.?s*7s*.?s*7s*B,205304
222,all,62.05,,FALSE,Biopsie,www.ramq.gouv.qc.ca__manuel-omnipraticiens-remuneration-acte.html__20250831T012406Z__f221b26b.html,C - ACTES DIAGNOSTIQUES ET THÉRAPEUTIQUES,,,Biopsie,Ps*.?s*Gs*.?s*2s*.?s*4s*.?s*7s*.?s*7s*B,205304
797,all,203.45,,FALSE,Biopsie,www.ramq.gouv.qc.ca__manuel-omnipraticiens-remuneration-acte.html__20250831T012406Z__f221b26b.html,C - ACTES DIAGNOSTIQUES ET THÉRAPEUTIQUES,,,Biopsie,Ps*.?s*Gs*.?s*2s*.?s*4s*.?s*7s*.?s*7s*B,205304
226,all,89.2,,FALSE,Biopsie,www.ramq.gouv.qc.ca__manuel-omnipraticiens-remuneration-acte.html__20250831T012406Z__f221b26b.html,C - ACTES DIAGNOSTIQUES ET THÉRAPEUTIQUES,,,Biopsie,Ps*.?s*Gs*.?s*2s*.?s*4s*.?s*7s*.?s*7s*B,205304
227,all,49.15,,FALSE,Biopsie,www.ramq.gouv.qc.ca__manuel-omnipraticiens-remuneration-acte.html__20250831T012406Z__f221b26b.html,C - ACTES DIAGNOSTIQUES ET THÉRAPEUTIQUES,,,Biopsie,Ps*.?s*Gs*.?s*2s*.?s*4s*.?s*7s*.?s*7s*B,205304
223,all,64.2,,FALSE,Biopsie,www.ramq.gouv.qc.ca__manuel-omnipraticiens-remuneration-acte.html__20250831T012406Z__f221b26b.html,C - ACTES DIAGNOSTIQUES ET THÉRAPEUTIQUES,,,Biopsie,Ps*.?s*Gs*.?s*2s*.?s*4s*.?s*7s*.?s*7s*B,205304
230,all,74.5,,FALSE,Biopsie,www.ramq.gouv.qc.ca__manuel-omnipraticiens-remuneration-acte.html__20250831T012406Z__f221b26b.html,C - ACTES DIAGNOSTIQUES ET THÉRAPEUTIQUES,,,Biopsie,Ps*.?s*Gs*.?s*2s*.?s*4s*.?s*7s*.?s*7s*B,205304
231,all,17.25,,FALSE,Biopsie,www.ramq.gouv.qc.ca__manuel-omnipraticiens-remuneration-acte.html__20250831T012406Z__f221b26b.html,C - ACTES DIAGNOSTIQUES ET THÉRAPEUTIQUES,,,Biopsie,Ps*.?s*Gs*.?s*2s*.?s*4s*.?s*7s*.?s*7s*B,205304
232,all,118.55,,FALSE,Biopsie,www.ramq.gouv.qc.ca__manuel-omnipraticiens-remuneration-acte.html__20250831T012406Z__f221b26b.html,C - ACTES DIAGNOSTIQUES ET THÉRAPEUTIQUES,,,Biopsie,Ps*.?s*Gs*.?s*2s*.?s*4s*.?s*7s*.?s*7s*B,205304
798,all,24.65,,FALSE,Biopsie,www.ramq.gouv.qc.ca__manuel-omnipraticiens-remuneration-acte.html__20250831T012406Z__f221b26b.html,C - ACTES DIAGNOSTIQUES ET THÉRAPEUTIQUES,,,Biopsie,Ps*.?s*Gs*.?s*2s*.?s*4s*.?s*7s*.?s*7s*B,205304
498,all,9.25,,FALSE,Biopsie,www.ramq.gouv.qc.ca__manuel-omnipraticiens-remuneration-acte.html__20250831T012406Z__f221b26b.html,C - ACTES DIAGNOSTIQUES ET THÉRAPEUTIQUES,,,Biopsie,Ps*.?s*Gs*.?s*2s*.?s*4s*.?s*7s*.?s*7s*B,205304
236,all,17.8,,FALSE,Biopsie,www.ramq.gouv.qc.ca__manuel-omnipraticiens-remuneration-acte.html__20250831T012406Z__f221b26b.html,C - ACTES DIAGNOSTIQUES ET THÉRAPEUTIQUES,,,Biopsie,Ps*.?s*Gs*.?s*2s*.?s*4s*.?s*7s*.?s*7s*B,205304
175,all,93.9,,FALSE,Biopsie,www.ramq.gouv.qc.ca__manuel-omnipraticiens-remuneration-acte.html__20250831T012406Z__f221b26b.html,C - ACTES DIAGNOSTIQUES ET THÉRAPEUTIQUES,,,Biopsie,Ps*.?s*Gs*.?s*2s*.?s*4s*.?s*7s*.?s*7s*B,205304
238,all,51.1,,FALSE,Biopsie,www.ramq.gouv.qc.ca__manuel-omnipraticiens-remuneration-acte.html__20250831T012406Z__f221b26b.html,C - ACTES DIAGNOSTIQUES ET THÉRAPEUTIQUES,,,Biopsie,Ps*.?s*Gs*.?s*2s*.?s*4s*.?s*7s*.?s*7s*B,205304
241,all,55.7,,FALSE,Biopsie,www.ramq.gouv.qc.ca__manuel-omnipraticiens-remuneration-acte.html__20250831T012406Z__f221b26b.html,C - ACTES DIAGNOSTIQUES ET THÉRAPEUTIQUES,,,Biopsie,Ps*.?s*Gs*.?s*2s*.?s*4s*.?s*7s*.?s*7s*B,205304
240,all,73.55,,FALSE,Biopsie,www.ramq.gouv.qc.ca__manuel-omnipraticiens-remuneration-acte.html__20250831T012406Z__f221b26b.html,C - ACTES DIAGNOSTIQUES ET THÉRAPEUTIQUES,,,Biopsie,Ps*.?s*Gs*.?s*2s*.?s*4s*.?s*7s*.?s*7s*B,205304
242,all,32.65,,FALSE,Biopsie,www.ramq.gouv.qc.ca__manuel-omnipraticiens-remuneration-acte.html__20250831T012406Z__f221b26b.html,C - ACTES DIAGNOSTIQUES ET THÉRAPEUTIQUES,,,Biopsie,Ps*.?s*Gs*.?s*2s*.?s*4s*.?s*7s*.?s*7s*B,205304
244,all,12.8,,FALSE,Biopsie,www.ramq.gouv.qc.ca__manuel-omnipraticiens-remuneration-acte.html__20250831T012406Z__f221b26b.html,C - ACTES DIAGNOSTIQUES ET THÉRAPEUTIQUES,,,Biopsie,Ps*.?s*Gs*.?s*2s*.?s*4s*.?s*7s*.?s*7s*B,205304
245,all,24.5,,FALSE,Biopsie,www.ramq.gouv.qc.ca__manuel-omnipraticiens-remuneration-acte.html__20250831T012406Z__f221b26b.html,C - ACTES DIAGNOSTIQUES ET THÉRAPEUTIQUES,,,Biopsie,Ps*.?s*Gs*.?s*2s*.?s*4s*.?s*7s*.?s*7s*B,205304
246,all,58.85,,FALSE,Biopsie,www.ramq.gouv.qc.ca__manuel-omnipraticiens-remuneration-acte.html__20250831T012406Z__f221b26b.html,C - ACTES DIAGNOSTIQUES ET THÉRAPEUTIQUES,,,Biopsie,Ps*.?s*Gs*.?s*2s*.?s*4s*.?s*7s*.?s*7s*B,205304
217,all,51.76,,FALSE,Blocages nerveux diagnostiques et thérapeutiques,www.ramq.gouv.qc.ca__manuel-omnipraticiens-remuneration-acte.html__20250831T012406Z__f221b26b.html,C - ACTES DIAGNOSTIQUES ET THÉRAPEUTIQUES,,,Blocages nerveux diagnostiques et thérapeutiques,,205303
217,cabinet,51.76,,FALSE,Blocages nerveux diagnostiques et thérapeutiques,www.ramq.gouv.qc.ca__manuel-omnipraticiens-remuneration-acte.html__20250831T012406Z__f221b26b.html,C - ACTES DIAGNOSTIQUES ET THÉRAPEUTIQUES,,,Blocages nerveux diagnostiques et thérapeutiques,,205303
217,établissement,25.88,,FALSE,Blocages nerveux diagnostiques et thérapeutiques,www.ramq.gouv.qc.ca__manuel-omnipraticiens-remuneration-acte.html__20250831T012406Z__f221b26b.html,C - ACTES DIAGNOSTIQUES ET THÉRAPEUTIQUES,,,Blocages nerveux diagnostiques et thérapeutiques,,205303
722,all,35.3,,FALSE,Blocages nerveux diagnostiques et thérapeutiques,www.ramq.gouv.qc.ca__manuel-omnipraticiens-remuneration-acte.html__20250831T012406Z__f221b26b.html,C - ACTES DIAGNOSTIQUES ET THÉRAPEUTIQUES,,,Blocages nerveux diagnostiques et thérapeutiques,,205303
255,all,24.7,,FALSE,Blocages nerveux diagnostiques et thérapeutiques,www.ramq.gouv.qc.ca__manuel-omnipraticiens-remuneration-acte.html__20250831T012406Z__f221b26b.html,C - ACTES DIAGNOSTIQUES ET THÉRAPEUTIQUES,,,Blocages nerveux diagnostiques et thérapeutiques,,205303
9481,all,130.75,,FALSE,Blocages nerveux diagnostiques et thérapeutiques,www.ramq.gouv.qc.ca__manuel-omnipraticiens-remuneration-acte.html__20250831T012406Z__f221b26b.html,C - ACTES DIAGNOSTIQUES ET THÉRAPEUTIQUES,,,Blocages nerveux diagnostiques et thérapeutiques,,205303
9482,all,70.75,,FALSE,Blocages nerveux diagnostiques et thérapeutiques,www.ramq.gouv.qc.ca__manuel-omnipraticiens-remuneration-acte.html__20250831T012406Z__f221b26b.html,C - ACTES DIAGNOSTIQUES ET THÉRAPEUTIQUES,,,Blocages nerveux diagnostiques et thérapeutiques,,205303
9483,all,33.25,,FALSE,Blocages nerveux diagnostiques et thérapeutiques,www.ramq.gouv.qc.ca__manuel-omnipraticiens-remuneration-acte.html__20250831T012406Z__f221b26b.html,C - ACTES DIAGNOSTIQUES ET THÉRAPEUTIQUES,,,Blocages nerveux diagnostiques et thérapeutiques,,205303
257,all,45.7,,FALSE,Blocages nerveux diagnostiques et thérapeutiques,www.ramq.gouv.qc.ca__manuel-omnipraticiens-remuneration-acte.html__20250831T012406Z__f221b26b.html,C - ACTES DIAGNOSTIQUES ET THÉRAPEUTIQUES,,,Blocages nerveux diagnostiques et thérapeutiques,,205303
256,all,46.4,,FALSE,Blocages nerveux diagnostiques et thérapeutiques,www.ramq.gouv.qc.ca__manuel-omnipraticiens-remuneration-acte.html__20250831T012406Z__f221b26b.html,C - ACTES DIAGNOSTIQUES ET THÉRAPEUTIQUES,,,Blocages nerveux diagnostiques et thérapeutiques,,205303
258,all,64.2,,FALSE,Blocages nerveux diagnostiques et thérapeutiques,www.ramq.gouv.qc.ca__manuel-omnipraticiens-remuneration-acte.html__20250831T012406Z__f221b26b.html,C - ACTES DIAGNOSTIQUES ET THÉRAPEUTIQUES,,,Blocages nerveux diagnostiques et thérapeutiques,,205303
259,all,54.85,,FALSE,Blocages nerveux diagnostiques et thérapeutiques,www.ramq.gouv.qc.ca__manuel-omnipraticiens-remuneration-acte.html__20250831T012406Z__f221b26b.html,C - ACTES DIAGNOSTIQUES ET THÉRAPEUTIQUES,,,Blocages nerveux diagnostiques et thérapeutiques,,205303
260,all,38.9,,FALSE,Blocages nerveux diagnostiques et thérapeutiques,www.ramq.gouv.qc.ca__manuel-omnipraticiens-remuneration-acte.html__20250831T012406Z__f221b26b.html,C - ACTES DIAGNOSTIQUES ET THÉRAPEUTIQUES,,,Blocages nerveux diagnostiques et thérapeutiques,,205303
261,all,31.25,,FALSE,Blocages nerveux diagnostiques et thérapeutiques,www.ramq.gouv.qc.ca__manuel-omnipraticiens-remuneration-acte.html__20250831T012406Z__f221b26b.html,C - ACTES DIAGNOSTIQUES ET THÉRAPEUTIQUES,,,Blocages nerveux diagnostiques et thérapeutiques,,205303
262,all,32,,FALSE,Blocages nerveux diagnostiques et thérapeutiques,www.ramq.gouv.qc.ca__manuel-omnipraticiens-remuneration-acte.html__20250831T012406Z__f221b26b.html,C - ACTES DIAGNOSTIQUES ET THÉRAPEUTIQUES,,,Blocages nerveux diagnostiques et thérapeutiques,,205303
719,all,33.85,,FALSE,Blocages nerveux diagnostiques et thérapeutiques,www.ramq.gouv.qc.ca__manuel-omnipraticiens-remuneration-acte.html__20250831T012406Z__f221b26b.html,C - ACTES DIAGNOSTIQUES ET THÉRAPEUTIQUES,,,Blocages nerveux diagnostiques et thérapeutiques,,205303
263,all,37.35,,FALSE,Blocages nerveux diagnostiques et thérapeutiques,www.ramq.gouv.qc.ca__manuel-omnipraticiens-remuneration-acte.html__20250831T012406Z__f221b26b.html,C - ACTES DIAGNOSTIQUES ET THÉRAPEUTIQUES,,,Blocages nerveux diagnostiques et thérapeutiques,,205303
264,all,129.5,,FALSE,Blocages nerveux diagnostiques et thérapeutiques,www.ramq.gouv.qc.ca__manuel-omnipraticiens-remuneration-acte.html__20250831T012406Z__f221b26b.html,C - ACTES DIAGNOSTIQUES ET THÉRAPEUTIQUES,,,Blocages nerveux diagnostiques et thérapeutiques,,205303
265,all,29.4,,FALSE,Blocages nerveux diagnostiques et thérapeutiques,www.ramq.gouv.qc.ca__manuel-omnipraticiens-remuneration-acte.html__20250831T012406Z__f221b26b.html,C - ACTES DIAGNOSTIQUES ET THÉRAPEUTIQUES,,,Blocages nerveux diagnostiques et thérapeutiques,,205303
720,all,45.8,,FALSE,Blocages nerveux diagnostiques et thérapeutiques,www.ramq.gouv.qc.ca__manuel-omnipraticiens-remuneration-acte.html__20250831T012406Z__f221b26b.html,C - ACTES DIAGNOSTIQUES ET THÉRAPEUTIQUES,,,Blocages nerveux diagnostiques et thérapeutiques,,205303
280,all,32.6,,FALSE,Blocages nerveux diagnostiques et thérapeutiques,www.ramq.gouv.qc.ca__manuel-omnipraticiens-remuneration-acte.html__20250831T012406Z__f221b26b.html,C - ACTES DIAGNOSTIQUES ET THÉRAPEUTIQUES,,,Blocages nerveux diagnostiques et thérapeutiques,,205303
280,cabinet,32.6,,FALSE,Blocages nerveux diagnostiques et thérapeutiques,www.ramq.gouv.qc.ca__manuel-omnipraticiens-remuneration-acte.html__20250831T012406Z__f221b26b.html,C - ACTES DIAGNOSTIQUES ET THÉRAPEUTIQUES,,,Blocages nerveux diagnostiques et thérapeutiques,,205303
280,établissement,78,,FALSE,Blocages nerveux diagnostiques et thérapeutiques,www.ramq.gouv.qc.ca__manuel-omnipraticiens-remuneration-acte.html__20250831T012406Z__f221b26b.html,C - ACTES DIAGNOSTIQUES ET THÉRAPEUTIQUES,,,Blocages nerveux diagnostiques et thérapeutiques,,205303
292,all,160.3,,FALSE,Blocages nerveux diagnostiques et thérapeutiques,www.ramq.gouv.qc.ca__manuel-omnipraticiens-remuneration-acte.html__20250831T012406Z__f221b26b.html,C - ACTES DIAGNOSTIQUES ET THÉRAPEUTIQUES,,,Blocages nerveux diagnostiques et thérapeutiques,,205303
293,all,240.4,,FALSE,Blocages nerveux diagnostiques et thérapeutiques,www.ramq.gouv.qc.ca__manuel-omnipraticiens-remuneration-acte.html__20250831T012406Z__f221b26b.html,C - ACTES DIAGNOSTIQUES ET THÉRAPEUTIQUES,,,Blocages nerveux diagnostiques et thérapeutiques,,205303
268,all,30.7,,FALSE,Blocages nerveux diagnostiques et thérapeutiques,www.ramq.gouv.qc.ca__manuel-omnipraticiens-remuneration-acte.html__20250831T012406Z__f221b26b.html,C - ACTES DIAGNOSTIQUES ET THÉRAPEUTIQUES,,,Blocages nerveux diagnostiques et thérapeutiques,,205303
269,all,42.2,,FALSE,Blocages nerveux diagnostiques et thérapeutiques,www.ramq.gouv.qc.ca__manuel-omnipraticiens-remuneration-acte.html__20250831T012406Z__f221b26b.html,C - ACTES DIAGNOSTIQUES ET THÉRAPEUTIQUES,,,Blocages nerveux diagnostiques et thérapeutiques,,205303
322,all,35.6,,FALSE,Blocages nerveux diagnostiques et thérapeutiques,www.ramq.gouv.qc.ca__manuel-omnipraticiens-remuneration-acte.html__20250831T012406Z__f221b26b.html,C - ACTES DIAGNOSTIQUES ET THÉRAPEUTIQUES,,,Blocages nerveux diagnostiques et thérapeutiques,,205303
270,all,34.7,,FALSE,Blocages nerveux diagnostiques et thérapeutiques,www.ramq.gouv.qc.ca__manuel-omnipraticiens-remuneration-acte.html__20250831T012406Z__f221b26b.html,C - ACTES DIAGNOSTIQUES ET THÉRAPEUTIQUES,,,Blocages nerveux diagnostiques et thérapeutiques,,205303
271,all,37.7,,FALSE,Blocages nerveux diagnostiques et thérapeutiques,www.ramq.gouv.qc.ca__manuel-omnipraticiens-remuneration-acte.html__20250831T012406Z__f221b26b.html,C - ACTES DIAGNOSTIQUES ET THÉRAPEUTIQUES,,,Blocages nerveux diagnostiques et thérapeutiques,,205303
129,all,28.75,,FALSE,Cardiologie et angiologie,www.ramq.gouv.qc.ca__manuel-omnipraticiens-remuneration-acte.html__20250831T012406Z__f221b26b.html,C - ACTES DIAGNOSTIQUES ET THÉRAPEUTIQUES,,,Cardiologie et angiologie,,205302
